ID_Venta,Fecha,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Total_Venta,Canal
2940,2025-04-26,C0194,Gorra Negra,Accesorios,1,35000,35000,RedesSociales
2941,2025-05-23,C0647,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
2942,2025-04-30,C0290,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
2943,2025-03-20,C0544,Gorra Negra,Accesorios,2,35000,70000,RedesSociales
2944,2025-04-26,C0885,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
2945,2025-04-02,C0039,Bolso de Cuero,Accesorios,1,175000,175000,Web
2946,2025-01-14,C0864,Tenis Running,Calzado,3,200000,600000,Marketplace
2947,2025-06-04,C0939,Gorra Negra,Accesorios,2,35000,70000,Marketplace
2948,2025-05-05,C0939,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
2949,2025-06-17,C0206,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
2950,2025-02-27,C0899,Zapatos Casual,Calzado,2,150000,300000,Web
2951,2025-01-28,C0942,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
2952,2025-01-26,C0928,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
2953,2025-04-23,C0555,Bolso de Cuero,Accesorios,2,175000,350000,Web
2954,2025-03-07,C0484,Vestido Rojo,Ropa Mujer,2,180000,360000,RedesSociales
2955,2025-06-02,C0337,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
2956,2025-05-11,C0496,Bolso de Cuero,Accesorios,2,175000,350000,Web
2957,2025-02-13,C0771,Jeans Azul,Ropa Mujer,5,120000,600000,RedesSociales
2958,2025-04-07,C0249,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
2959,2025-02-11,C0074,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
2960,2025-01-06,C0373,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
2961,2025-06-16,C0831,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
2962,2025-06-29,C0879,Bolso de Cuero,Accesorios,3,175000,525000,RedesSociales
2963,2025-01-23,C0808,Jeans Azul,Ropa Mujer,5,120000,600000,RedesSociales
2964,2025-03-30,C0786,Zapatos Casual,Calzado,5,150000,750000,Web
2965,2025-05-03,C0835,Bolso de Cuero,Accesorios,3,175000,525000,Web
2966,2025-06-27,C0871,Bolso de Cuero,Accesorios,4,175000,700000,Web
2967,2025-06-20,C0702,Gorra Negra,Accesorios,2,35000,70000,RedesSociales
2968,2025-05-27,C0138,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
2969,2025-02-20,C0948,Tenis Running,Calzado,5,200000,1000000,Marketplace
2970,2025-01-11,C0457,Bolso de Cuero,Accesorios,5,175000,875000,Marketplace
2971,2025-01-12,C0814,Jeans Azul,Ropa Mujer,2,120000,240000,Web
2972,2025-03-15,C0823,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
2973,2025-01-08,C0942,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
2974,2025-06-01,C0843,Zapatos Casual,Calzado,4,150000,600000,Marketplace
2975,2025-02-10,C0444,Zapatos Casual,Calzado,2,150000,300000,RedesSociales
2976,2025-06-13,C0353,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
2977,2025-03-26,C0996,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
2978,2025-03-13,C0794,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
2979,2025-02-24,C0411,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
2980,2025-05-17,C0678,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
2981,2025-02-16,C0790,Gorra Negra,Accesorios,3,35000,105000,Marketplace
2982,2025-05-23,C0538,Camiseta Negra,Ropa Hombre,2,45000,90000,RedesSociales
2983,2025-06-25,C0982,Vestido Rojo,Ropa Mujer,3,180000,540000,RedesSociales
2984,2025-04-14,C0453,Gorra Negra,Accesorios,1,35000,35000,Marketplace
2985,2025-02-11,C0419,Zapatos Casual,Calzado,2,150000,300000,Marketplace
2986,2025-03-01,C0450,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
2987,2025-01-12,C0995,Camiseta Negra,Ropa Hombre,4,45000,180000,Marketplace
2988,2025-05-10,C0585,Gorra Negra,Accesorios,2,35000,70000,Marketplace
2989,2025-01-07,C0115,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
2990,2025-03-21,C0051,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
2991,2025-05-11,C0369,Gorra Negra,Accesorios,2,35000,70000,Web
2992,2025-04-19,C0914,Chaqueta Jeans,Ropa Unisex,1,220000,220000,RedesSociales
2993,2025-01-03,C0683,Zapatos Casual,Calzado,2,150000,300000,Marketplace
2994,2025-01-27,C0780,Bolso de Cuero,Accesorios,3,175000,525000,Web
2995,2025-04-24,C0515,Tenis Running,Calzado,3,200000,600000,Marketplace
2996,2025-04-17,C0210,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
2997,2025-02-09,C0888,Bolso de Cuero,Accesorios,5,175000,875000,RedesSociales
2998,2025-06-10,C0998,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
2999,2025-05-09,C0903,Gorra Negra,Accesorios,1,35000,35000,Marketplace
3000,2025-01-08,C0993,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
3001,2025-04-11,C0902,Chaqueta Jeans,Ropa Unisex,4,220000,880000,RedesSociales
3002,2025-06-09,C0850,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
3003,2025-05-04,C0813,Sudadera Deportiva,Ropa Unisex,4,95000,380000,RedesSociales
3004,2025-06-25,C0895,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
3005,2025-04-17,C0854,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
3006,2025-04-11,C0627,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
3007,2025-01-04,C0679,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3008,2025-04-20,C0435,Tenis Running,Calzado,4,200000,800000,Web
3009,2025-01-19,C0777,Bolso de Cuero,Accesorios,3,175000,525000,Web
3010,2025-02-01,C0227,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
3011,2025-05-17,C0663,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
3012,2025-01-12,C0268,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
3013,2025-05-19,C0116,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3014,2025-02-15,C0600,Bolso de Cuero,Accesorios,3,175000,525000,RedesSociales
3015,2025-04-29,C0830,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
3016,2025-01-16,C0754,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3017,2025-05-09,C0360,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
3018,2025-03-04,C0329,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3019,2025-04-19,C0845,Zapatos Casual,Calzado,5,150000,750000,Marketplace
3020,2025-04-29,C0040,Zapatos Casual,Calzado,4,150000,600000,Web
3021,2025-01-21,C0182,Camiseta Negra,Ropa Hombre,1,45000,45000,RedesSociales
3022,2025-06-07,C0490,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
3023,2025-01-13,C0209,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3024,2025-06-11,C0903,Tenis Running,Calzado,1,200000,200000,Web
3025,2025-01-04,C0273,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3026,2025-06-05,C0119,Zapatos Casual,Calzado,5,150000,750000,Marketplace
3027,2025-04-12,C0382,Jeans Azul,Ropa Mujer,1,120000,120000,Web
3028,2025-02-28,C0946,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
3029,2025-05-08,C0536,Bolso de Cuero,Accesorios,1,175000,175000,Web
3030,2025-01-27,C0258,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
3031,2025-03-10,C0483,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3032,2025-01-25,C0509,Zapatos Casual,Calzado,1,150000,150000,RedesSociales
3033,2025-05-11,C0092,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3034,2025-04-07,C0979,Gorra Negra,Accesorios,5,35000,175000,Marketplace
3035,2025-01-25,C0161,Tenis Running,Calzado,4,200000,800000,Marketplace
3036,2025-05-28,C0149,Tenis Running,Calzado,1,200000,200000,Marketplace
3037,2025-06-11,C0117,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3038,2025-06-03,C0458,Zapatos Casual,Calzado,5,150000,750000,Web
3039,2025-05-06,C0565,Jeans Azul,Ropa Mujer,4,120000,480000,Marketplace
3040,2025-05-13,C0814,Zapatos Casual,Calzado,5,150000,750000,RedesSociales
3041,2025-01-09,C0045,Zapatos Casual,Calzado,2,150000,300000,Web
3042,2025-04-26,C0777,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
3043,2025-06-27,C0998,Gorra Negra,Accesorios,2,35000,70000,Web
3044,2025-05-14,C0774,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3045,2025-03-01,C0819,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
3046,2025-06-21,C0234,Gorra Negra,Accesorios,1,35000,35000,Marketplace
3047,2025-05-01,C0375,Zapatos Casual,Calzado,2,150000,300000,Web
3048,2025-05-19,C0547,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3049,2025-06-24,C0850,Jeans Azul,Ropa Mujer,4,120000,480000,Marketplace
3050,2025-04-18,C0949,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
3051,2025-04-18,C0915,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
3052,2025-05-11,C0197,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
3053,2025-03-17,C0025,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3054,2025-01-30,C0395,Gorra Negra,Accesorios,5,35000,175000,RedesSociales
3055,2025-01-21,C0714,Zapatos Casual,Calzado,2,150000,300000,Web
3056,2025-06-05,C0785,Zapatos Casual,Calzado,2,150000,300000,Web
3057,2025-06-10,C0036,Gorra Negra,Accesorios,2,35000,70000,Web
3058,2025-06-12,C0474,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
3059,2025-06-29,C0223,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
3060,2025-02-03,C0864,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
3061,2025-02-10,C0789,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
3062,2025-02-20,C0530,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
3063,2025-06-24,C0188,Bolso de Cuero,Accesorios,5,175000,875000,Web
3064,2025-03-23,C0402,Zapatos Casual,Calzado,1,150000,150000,RedesSociales
3065,2025-02-27,C0257,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
3066,2025-03-16,C0654,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
3067,2025-01-23,C0136,Chaqueta Jeans,Ropa Unisex,2,220000,440000,RedesSociales
3068,2025-06-25,C0962,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
3069,2025-05-08,C0819,Tenis Running,Calzado,1,200000,200000,Marketplace
3070,2025-05-30,C0591,Tenis Running,Calzado,4,200000,800000,Web
3071,2025-01-17,C0444,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3072,2025-03-10,C0418,Bolso de Cuero,Accesorios,5,175000,875000,Web
3073,2025-04-18,C0292,Sudadera Deportiva,Ropa Unisex,5,95000,475000,RedesSociales
3074,2025-05-19,C0574,Zapatos Casual,Calzado,4,150000,600000,Web
3075,2025-04-04,C0129,Bolso de Cuero,Accesorios,3,175000,525000,Web
3076,2025-01-15,C0341,Zapatos Casual,Calzado,2,150000,300000,Web
3077,2025-04-01,C0810,Gorra Negra,Accesorios,4,35000,140000,Web
3078,2025-06-12,C0257,Bolso de Cuero,Accesorios,4,175000,700000,RedesSociales
3079,2025-02-02,C0992,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
3080,2025-05-05,C0724,Camiseta Negra,Ropa Hombre,4,45000,180000,RedesSociales
3081,2025-01-16,C0566,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
3082,2025-06-11,C0687,Bolso de Cuero,Accesorios,1,175000,175000,RedesSociales
3083,2025-03-07,C0100,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
3084,2025-06-17,C0039,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
3085,2025-06-05,C0926,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
3086,2025-02-16,C0263,Tenis Running,Calzado,2,200000,400000,Web
3087,2025-06-16,C0150,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
3088,2025-05-28,C0633,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3089,2025-05-04,C0690,Sudadera Deportiva,Ropa Unisex,3,95000,285000,RedesSociales
3090,2025-01-01,C0813,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
3091,2025-03-28,C0330,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3092,2025-05-08,C0120,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
3093,2025-03-08,C0584,Bolso de Cuero,Accesorios,5,175000,875000,Web
3094,2025-01-04,C0219,Bolso de Cuero,Accesorios,2,175000,350000,Web
3095,2025-06-02,C0906,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
3096,2025-02-16,C0910,Tenis Running,Calzado,5,200000,1000000,Web
3097,2025-02-07,C0814,Gorra Negra,Accesorios,2,35000,70000,Web
3098,2025-05-23,C0123,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
3099,2025-01-21,C0244,Gorra Negra,Accesorios,2,35000,70000,Web
3100,2025-02-26,C0886,Tenis Running,Calzado,5,200000,1000000,Web
3101,2025-04-27,C0587,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3102,2025-06-30,C0518,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
3103,2025-02-15,C0021,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
3104,2025-05-22,C0190,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
3105,2025-05-25,C0225,Tenis Running,Calzado,1,200000,200000,RedesSociales
3106,2025-02-08,C0915,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
3107,2025-05-17,C0615,Gorra Negra,Accesorios,2,35000,70000,Web
3108,2025-04-09,C0856,Jeans Azul,Ropa Mujer,3,120000,360000,RedesSociales
3109,2025-03-18,C0466,Zapatos Casual,Calzado,3,150000,450000,Marketplace
3110,2025-04-25,C0099,Gorra Negra,Accesorios,3,35000,105000,Web
3111,2025-05-14,C0830,Vestido Rojo,Ropa Mujer,1,180000,180000,RedesSociales
3112,2025-05-31,C0363,Gorra Negra,Accesorios,1,35000,35000,Web
3113,2025-04-01,C0997,Chaqueta Jeans,Ropa Unisex,4,220000,880000,RedesSociales
3114,2025-04-08,C0083,Tenis Running,Calzado,2,200000,400000,Web
3115,2025-04-30,C0693,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
3116,2025-02-15,C0664,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
3117,2025-02-07,C0056,Zapatos Casual,Calzado,2,150000,300000,Web
3118,2025-05-22,C0702,Bolso de Cuero,Accesorios,4,175000,700000,Web
3119,2025-04-10,C0930,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
3120,2025-03-13,C0022,Tenis Running,Calzado,4,200000,800000,Web
3121,2025-02-04,C0580,Gorra Negra,Accesorios,2,35000,70000,RedesSociales
3122,2025-05-27,C0185,Zapatos Casual,Calzado,3,150000,450000,Web
3123,2025-01-30,C0522,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
3124,2025-03-19,C0578,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3125,2025-03-25,C0264,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
3126,2025-04-23,C0225,Bolso de Cuero,Accesorios,1,175000,175000,Web
3127,2025-01-25,C0635,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
3128,2025-06-17,C0038,Jeans Azul,Ropa Mujer,4,120000,480000,Web
3129,2025-03-29,C0123,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3130,2025-01-14,C0830,Zapatos Casual,Calzado,2,150000,300000,Web
3131,2025-06-03,C0156,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
3132,2025-04-12,C0906,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3133,2025-05-30,C0301,Zapatos Casual,Calzado,3,150000,450000,Marketplace
3134,2025-06-25,C0833,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3135,2025-03-24,C0994,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3136,2025-04-20,C0067,Bolso de Cuero,Accesorios,3,175000,525000,RedesSociales
3137,2025-06-28,C0905,Bolso de Cuero,Accesorios,5,175000,875000,Marketplace
3138,2025-05-11,C0645,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
3139,2025-06-19,C0874,Sudadera Deportiva,Ropa Unisex,3,95000,285000,RedesSociales
3140,2025-01-19,C0394,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
3141,2025-01-28,C0652,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
3142,2025-06-22,C0594,Bolso de Cuero,Accesorios,4,175000,700000,Web
3143,2025-03-12,C0570,Sudadera Deportiva,Ropa Unisex,4,95000,380000,RedesSociales
3144,2025-03-04,C0661,Tenis Running,Calzado,4,200000,800000,Marketplace
3145,2025-03-14,C0405,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
3146,2025-05-04,C0449,Camiseta Blanca,Ropa Hombre,1,40000,40000,Marketplace
3147,2025-04-29,C0131,Zapatos Casual,Calzado,2,150000,300000,RedesSociales
3148,2025-05-01,C0069,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
3149,2025-01-19,C0345,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
3150,2025-06-24,C0762,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3151,2025-05-22,C0320,Tenis Running,Calzado,3,200000,600000,Marketplace
3152,2025-04-30,C0177,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
3153,2025-06-15,C0584,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
3154,2025-06-30,C0529,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
3155,2025-03-02,C0841,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3156,2025-06-13,C0160,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
3157,2025-06-17,C0582,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
3158,2025-01-30,C0625,Sudadera Deportiva,Ropa Unisex,3,95000,285000,RedesSociales
3159,2025-01-09,C0744,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
3160,2025-03-05,C0533,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
3161,2025-06-10,C0135,Vestido Rojo,Ropa Mujer,2,180000,360000,RedesSociales
3162,2025-04-30,C0775,Tenis Running,Calzado,3,200000,600000,RedesSociales
3163,2025-02-21,C0111,Sudadera Deportiva,Ropa Unisex,2,95000,190000,RedesSociales
3164,2025-03-30,C0999,Camiseta Blanca,Ropa Hombre,1,40000,40000,Marketplace
3165,2025-05-22,C0758,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3166,2025-02-22,C0283,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
3167,2025-03-19,C0520,Gorra Negra,Accesorios,4,35000,140000,Marketplace
3168,2025-02-10,C0969,Vestido Rojo,Ropa Mujer,1,180000,180000,RedesSociales
3169,2025-03-09,C0796,Tenis Running,Calzado,1,200000,200000,Marketplace
3170,2025-01-08,C0719,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
3171,2025-01-02,C0194,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
3172,2025-04-15,C0967,Gorra Negra,Accesorios,1,35000,35000,Web
3173,2025-05-05,C0047,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
3174,2025-04-20,C0978,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
3175,2025-03-27,C0342,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
3176,2025-06-18,C0242,Gorra Negra,Accesorios,5,35000,175000,Web
3177,2025-04-30,C0522,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
3178,2025-05-07,C0370,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Marketplace
3179,2025-01-16,C0801,Camiseta Blanca,Ropa Hombre,1,40000,40000,Marketplace
3180,2025-03-03,C0903,Chaqueta Jeans,Ropa Unisex,2,220000,440000,RedesSociales
3181,2025-04-23,C0131,Bolso de Cuero,Accesorios,4,175000,700000,Web
3182,2025-06-25,C0270,Tenis Running,Calzado,5,200000,1000000,Web
3183,2025-06-07,C0940,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
3184,2025-01-12,C0814,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
3185,2025-02-04,C0061,Gorra Negra,Accesorios,4,35000,140000,Marketplace
3186,2025-01-11,C0164,Jeans Azul,Ropa Mujer,4,120000,480000,Web
3187,2025-03-05,C0525,Tenis Running,Calzado,1,200000,200000,Marketplace
3188,2025-02-19,C0272,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
3189,2025-05-29,C0720,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
3190,2025-03-10,C0758,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
3191,2025-02-17,C0133,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
3192,2025-01-20,C0244,Gorra Negra,Accesorios,2,35000,70000,Web
3193,2025-04-11,C0985,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
3194,2025-06-21,C0806,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
3195,2025-06-10,C0998,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
3196,2025-05-17,C0434,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
3197,2025-03-09,C0038,Bolso de Cuero,Accesorios,2,175000,350000,Web
3198,2025-02-04,C0871,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3199,2025-03-06,C0568,Camiseta Blanca,Ropa Hombre,1,40000,40000,RedesSociales
3200,2025-01-08,C0319,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3201,2025-02-14,C0510,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
3202,2025-03-28,C0376,Vestido Rojo,Ropa Mujer,3,180000,540000,RedesSociales
3203,2025-06-24,C0560,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
3204,2025-06-17,C0617,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
3205,2025-03-17,C0474,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3206,2025-03-17,C0059,Bolso de Cuero,Accesorios,2,175000,350000,Web
3207,2025-06-23,C0589,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
3208,2025-02-16,C0940,Camiseta Negra,Ropa Hombre,2,45000,90000,RedesSociales
3209,2025-01-15,C0499,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3210,2025-04-15,C0218,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3211,2025-05-27,C0895,Camiseta Negra,Ropa Hombre,3,45000,135000,RedesSociales
3212,2025-01-26,C0567,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
3213,2025-02-21,C0567,Jeans Azul,Ropa Mujer,5,120000,600000,Web
3214,2025-04-03,C0129,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
3215,2025-05-30,C0904,Gorra Negra,Accesorios,4,35000,140000,RedesSociales
3216,2025-01-21,C0383,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
3217,2025-02-20,C0388,Tenis Running,Calzado,1,200000,200000,Web
3218,2025-02-07,C0085,Zapatos Casual,Calzado,3,150000,450000,Web
3219,2025-01-20,C0510,Bolso de Cuero,Accesorios,4,175000,700000,Web
3220,2025-06-06,C0726,Tenis Running,Calzado,4,200000,800000,Web
3221,2025-06-28,C0627,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
3222,2025-05-12,C0437,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
3223,2025-02-24,C0826,Camiseta Blanca,Ropa Hombre,5,40000,200000,RedesSociales
3224,2025-04-02,C0293,Tenis Running,Calzado,2,200000,400000,RedesSociales
3225,2025-01-28,C0049,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
3226,2025-01-04,C0067,Bolso de Cuero,Accesorios,2,175000,350000,Web
3227,2025-05-30,C0787,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
3228,2025-03-17,C0129,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
3229,2025-06-22,C0029,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
3230,2025-03-08,C0343,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
3231,2025-03-27,C0545,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
3232,2025-06-11,C0119,Bolso de Cuero,Accesorios,3,175000,525000,Web
3233,2025-04-01,C0692,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
3234,2025-04-15,C0937,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
3235,2025-01-01,C0663,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3236,2025-03-13,C0133,Zapatos Casual,Calzado,5,150000,750000,RedesSociales
3237,2025-03-28,C0327,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3238,2025-06-15,C0185,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,RedesSociales
3239,2025-01-06,C0506,Tenis Running,Calzado,1,200000,200000,RedesSociales
3240,2025-06-02,C0646,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
3241,2025-05-25,C0689,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
3242,2025-03-02,C0534,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
3243,2025-01-12,C0241,Gorra Negra,Accesorios,3,35000,105000,Marketplace
3244,2025-01-06,C0589,Vestido Rojo,Ropa Mujer,3,180000,540000,RedesSociales
3245,2025-01-27,C0716,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
3246,2025-05-16,C0516,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
3247,2025-05-04,C0840,Bolso de Cuero,Accesorios,4,175000,700000,Web
3248,2025-04-16,C0960,Tenis Running,Calzado,2,200000,400000,Web
3249,2025-04-03,C0165,Sudadera Deportiva,Ropa Unisex,2,95000,190000,RedesSociales
3250,2025-04-19,C0927,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
3251,2025-04-09,C0933,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3252,2025-06-17,C0640,Zapatos Casual,Calzado,4,150000,600000,RedesSociales
3253,2025-05-22,C0557,Gorra Negra,Accesorios,1,35000,35000,Web
3254,2025-02-04,C0218,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,RedesSociales
3255,2025-06-25,C0747,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
3256,2025-03-25,C0648,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
3257,2025-02-25,C0680,Tenis Running,Calzado,5,200000,1000000,Marketplace
